Interest,Skill_Level,Work_Style,Education,Personality,Problem_Solving,Tech,Communication,Leadership,Creativity,Career
business,beginner,team,masters,introvert,intuitive,very high,average,collaborative,high,robotics engineer
art,intermediate,team,bachelors,leader,logical,medium,poor,collaborative,high,software engineer
science,beginner,team,high school,thinker,practical,high,outstanding,strong,exceptional,automation engineer
business,advanced,flexible,diploma,thinker,intuitive,medium,fluent,moderate,exceptional,speech recognition specialist
business,advanced,remote,bachelors,introvert,creative,medium,excellent,collaborative,low,software engineer
business,expert,flexible,high school,extrovert,creative,low,fluent,moderate,high,mobile app developer
medicine,intermediate,remote,phd,thinker,logical,medium,poor,visionary,medium,business analyst
business,beginner,solo,phd,extrovert,logical,very high,excellent,collaborative,high,deep learning engineer
science,intermediate,solo,bachelors,leader,intuitive,high,outstanding,visionary,very high,ml engineer
technology,advanced,solo,high school,introvert,creative,high,excellent,visionary,exceptional,algorithm engineer
technology,intermediate,flexible,diploma,introvert,intuitive,medium,fluent,visionary,low,solutions architect
art,advanced,solo,high school,extrovert,creative,very high,excellent,collaborative,low,software engineer
art,advanced,team,bachelors,extrovert,intuitive,low,fluent,strong,exceptional,speech recognition specialist
medicine,intermediate,flexible,bachelors,introvert,analytical,high,fluent,visionary,exceptional,ai researcher
technology,intermediate,team,diploma,extrovert,practical,medium,outstanding,collaborative,very high,iot specialist
technology,expert,team,masters,thinker,creative,high,outstanding,moderate,exceptional,system architect
medicine,advanced,solo,phd,introvert,analytical,very high,outstanding,collaborative,very high,blockchain developer
business,beginner,team,bachelors,thinker,creative,low,average,visionary,low,site reliability engineer
art,beginner,solo,phd,extrovert,practical,high,average,visionary,low,cybersecurity analyst
art,expert,team,diploma,introvert,creative,high,excellent,collaborative,high,financial analyst
art,intermediate,remote,high school,extrovert,intuitive,very high,poor,moderate,low,iot specialist
technology,advanced,team,bachelors,doer,intuitive,medium,outstanding,collaborative,low,system architect
medicine,expert,remote,bachelors,doer,practical,low,fluent,collaborative,very high,data analyst
medicine,beginner,team,high school,extrovert,intuitive,low,poor,visionary,exceptional,data analyst
business,advanced,flexible,phd,extrovert,logical,high,fluent,moderate,low,nlp engineer
technology,advanced,office,phd,thinker,logical,low,outstanding,collaborative,very high,augmented reality developer
science,advanced,flexible,masters,leader,logical,very high,excellent,collaborative,medium,blockchain developer
business,expert,team,high school,leader,logical,medium,excellent,strong,high,ml engineer
science,intermediate,solo,phd,leader,logical,high,fluent,strong,low,qa engineer
art,expert,remote,high school,leader,practical,low,average,collaborative,very high,virtual reality developer
science,advanced,office,phd,doer,analytical,high,excellent,collaborative,exceptional,full stack developer
science,beginner,flexible,high school,doer,intuitive,high,outstanding,collaborative,low,iot specialist
technology,expert,remote,bachelors,doer,logical,very high,poor,collaborative,very high,automation engineer
medicine,advanced,remote,phd,introvert,practical,medium,excellent,visionary,exceptional,devops engineer
art,beginner,remote,bachelors,doer,logical,high,excellent,strong,medium,data scientist
art,expert,flexible,masters,thinker,intuitive,medium,average,visionary,medium,embedded systems engineer
medicine,beginner,team,phd,doer,intuitive,low,poor,moderate,medium,bioinformatics scientist
medicine,beginner,solo,high school,doer,practical,low,poor,strong,very high,mobile app developer
business,expert,solo,bachelors,extrovert,creative,high,excellent,strong,very high,software engineer
science,expert,office,bachelors,introvert,practical,very high,poor,moderate,exceptional,iot specialist
medicine,advanced,office,bachelors,thinker,practical,very high,poor,strong,medium,web developer
medicine,intermediate,solo,bachelors,doer,practical,low,average,collaborative,very high,data analyst
technology,advanced,office,high school,extrovert,creative,medium,average,visionary,high,system architect
science,expert,office,masters,introvert,logical,high,average,collaborative,high,system architect
medicine,advanced,team,bachelors,leader,creative,high,excellent,visionary,very high,iot specialist
business,intermediate,flexible,high school,thinker,logical,high,poor,collaborative,low,qa engineer
medicine,advanced,team,bachelors,leader,creative,high,outstanding,strong,high,web developer
medicine,advanced,remote,high school,doer,logical,very high,outstanding,strong,exceptional,ui/ux designer
business,advanced,flexible,bachelors,thinker,logical,high,outstanding,visionary,medium,bioinformatics scientist
business,expert,office,phd,extrovert,practical,high,outstanding,moderate,low,bioinformatics scientist
medicine,intermediate,flexible,phd,doer,creative,high,excellent,collaborative,medium,network engineer
art,advanced,team,phd,introvert,intuitive,very high,outstanding,collaborative,exceptional,system architect
technology,intermediate,solo,masters,thinker,analytical,high,poor,collaborative,very high,cybersecurity analyst
technology,intermediate,remote,masters,extrovert,logical,low,average,collaborative,medium,algorithm engineer
medicine,intermediate,flexible,bachelors,leader,creative,high,fluent,moderate,high,cloud architect
art,expert,remote,diploma,leader,creative,low,excellent,strong,high,computer vision engineer
medicine,expert,remote,high school,thinker,analytical,high,average,moderate,very high,bioinformatics scientist
art,advanced,office,phd,leader,intuitive,low,fluent,collaborative,exceptional,full stack developer
art,expert,office,masters,leader,analytical,high,outstanding,visionary,medium,iot specialist
art,beginner,office,diploma,leader,analytical,high,fluent,moderate,very high,network engineer
business,intermediate,team,bachelors,leader,practical,medium,excellent,collaborative,low,software engineer
art,advanced,remote,diploma,leader,analytical,high,fluent,strong,high,blockchain developer
technology,advanced,team,bachelors,introvert,logical,high,average,collaborative,medium,ml engineer
technology,advanced,team,masters,introvert,analytical,very high,excellent,strong,very high,augmented reality developer
technology,beginner,flexible,phd,thinker,analytical,high,excellent,visionary,exceptional,full stack developer
business,advanced,office,bachelors,extrovert,creative,high,outstanding,visionary,low,web developer
business,expert,team,phd,extrovert,analytical,low,average,collaborative,high,speech recognition specialist
business,expert,remote,high school,extrovert,practical,medium,poor,collaborative,very high,database administrator
technology,expert,flexible,masters,doer,logical,very high,excellent,visionary,low,database administrator
medicine,beginner,office,bachelors,thinker,practical,medium,average,moderate,medium,devops engineer
science,intermediate,solo,bachelors,leader,practical,medium,fluent,collaborative,medium,devops engineer
technology,beginner,flexible,phd,doer,analytical,high,average,strong,exceptional,ui/ux designer
art,intermediate,office,phd,extrovert,analytical,high,excellent,visionary,very high,solutions architect
technology,advanced,solo,phd,leader,intuitive,high,fluent,visionary,very high,iot specialist
medicine,advanced,flexible,diploma,introvert,logical,high,average,moderate,low,speech recognition specialist
business,advanced,solo,diploma,doer,practical,high,average,collaborative,medium,hardware engineer
science,expert,solo,phd,introvert,analytical,very high,excellent,moderate,low,cloud architect
science,intermediate,flexible,phd,extrovert,intuitive,very high,fluent,collaborative,exceptional,database administrator
art,beginner,office,phd,thinker,creative,medium,fluent,collaborative,medium,technical writer
business,expert,remote,phd,extrovert,practical,very high,poor,collaborative,high,network engineer
medicine,advanced,remote,high school,leader,intuitive,medium,excellent,collaborative,high,ai ethics researcher
art,advanced,team,high school,introvert,analytical,high,outstanding,strong,very high,data analyst
art,intermediate,flexible,bachelors,doer,analytical,very high,average,visionary,exceptional,data scientist
business,advanced,solo,high school,thinker,analytical,high,fluent,collaborative,medium,iot specialist
medicine,intermediate,team,phd,doer,intuitive,low,fluent,collaborative,exceptional,ai ethics researcher
medicine,intermediate,team,diploma,introvert,intuitive,medium,average,strong,very high,bioinformatics scientist
science,expert,remote,bachelors,leader,intuitive,very high,excellent,collaborative,exceptional,bioinformatics scientist
science,expert,solo,diploma,thinker,practical,high,fluent,strong,very high,hardware engineer
science,beginner,team,bachelors,leader,intuitive,very high,poor,collaborative,medium,web developer
science,beginner,remote,diploma,doer,analytical,low,fluent,collaborative,medium,speech recognition specialist
business,advanced,office,masters,extrovert,practical,high,poor,collaborative,high,database administrator
art,beginner,flexible,diploma,thinker,creative,very high,excellent,visionary,low,solutions architect
